Integer|*Numero;String|Pais;Integer|NumeroDelPais;
158                |Morocco            |54                 
159                |Gibraltar          |47                 
160                |Austria            |119                
161                |Senegal            |17                 
162                |Spain              |116                
163                |Morocco            |106                
164                |CaymanIslands      |172                
165                |Madagascar         |160                
166                |Holy See           |194                
167                |PapuaNewGuinea     |76                 
168                |Ghana              |78                 
169                |Togo               |17                 
170                |Guinea             |200                
171                |Nigeria            |113                
172                |CentralAfrican     |14                 
173                |Norway             |154                
174                |Brazil             |201                
175                |TrinidadTobago     |157                
176                |ElSalvador         |175                
177                |Seychelles         |5                  
178                |Guadeloupe         |65                 
179                |Jamaica            |110                
180                |Mozambique         |33                 
181                |Latvia             |150                
182                |Rwanda             |8                  
183                |Azerbaijan         |31                 
184                |Iran               |142                
185                |Kenya              |93                 
186                |NorfolkIsland      |126                
187                |Singapore          |130                
188                |RussianFederation  |141                
189                |Mozambique         |219                
190                |Namibia            |191                
191                |BurkinaFaso        |158                
192                |Yugoslavia         |151                
193                |Pakistan           |207                
194                |LibyanJamahiriya   |88                 
195                |Singapore          |195                
196                |Macedonia          |143                
197                |HongKong           |6                  
198                |Egypt              |50                 
199                |Macau              |131                
200                |Sudan              |163                
201                |FranceMetropolitan |63                 
202                |Dominica           |231                
203                |Barbados           |103                
204                |Somalia            |94                 
205                |Cameroon           |153                
206                |Congo              |194                
207                |Madagascar         |21                 
208                |SriLanka           |47                 
209                |Lithuania          |42                 
210                |ChristmasIsland    |122                
211                |Malaysia           |23                 
212                |Pakistan           |122                
213                |Mayotte            |47                 
214                |Bhutan             |50                 
215                |Mozambique         |133                
216                |Austria            |213                
217                |CookIslands        |158                
218                |Monaco             |55                 
219                |Greenland          |41                 
220                |Qatar              |45                 
221                |Mauritania         |90                 
222                |Namibia            |165                
223                |Barbados           |68                 
224                |HeardMcDonald      |40                 
225                |SouthAfrica        |12                 
226                |FrenchPolynesia    |64                 
227                |Tokelau            |27                 
228                |Cocos(Keeling)     |109                
229                |Ecuador            |33                 
230                |NetherlandsAntilles|34                 
231                |BritishIndianOcean |214                
232                |China              |192                
233                |Philippines        |127                
234                |BurkinaFaso        |111                
235                |MarianaIslands     |76                 
236                |MarianaIslands     |73                 
237                |Latvia             |215                
238                |Lebanon            |1                  
239                |American Samoa     |143                
240                |Mayotte            |154                
241                |Paraguay           |146                
242                |Haiti              |70                 
243                |ChristmasIsland    |40                 
244                |SouthGeorgia       |228                
245                |Panama             |110                
246                |Nepal              |33                 
247                |Korea              |73                 
248                |Kiribati           |193                
249                |Venezuela          |120                
250                |Thailand           |202                
251                |Croatia            |118                
252                |BosniaHerzegowina  |201                
253                |AntiguaandBarbuda  |227                
254                |United Kingdom     |191                
255                |Slovenia           |15                 
256                |Korea              |64                 
257                |Kazakhstan         |187                
258                |Georgia            |34                 
259                |Guadeloupe         |231                
260                |Turkmenistan       |169                
261                |Myanmar            |87                 
262                |Maldives           |169                
263                |FranceMetropolitan |207                
264                |Kuwait             |210                
265                |SaintVincent       |87                 
266                |Vietnam            |160                
267                |Seychelles         |37                 
268                |SaintKittsandNevis |12                 
269                |Yemen              |147                
270                |Puerto Rico        |112                
271                |Suriname           |177                
272                |Kyrgyzstan         |54                 
273                |SaintKittsandNevis |40                 
274                |FaroeIslands       |138                
275                |Congo              |13                 
276                |Macedonia          |180                
277                |AntiguaandBarbuda  |49                 
278                |AntiguaandBarbuda  |9                  
279                |Uruguay            |171                
280                |Gambia             |76                 
281                |Latvia             |174                
282                |Guinea-Bissau      |222                
283                |France             |20                 
284                |Kyrgyzstan         |172                
285                |Bahamas            |61                 
286                |Palau              |180                
287                |Iceland            |146                
288                |Norway             |19                 
289                |Tokelau            |3                  
290                |Bolivia            |14                 
291                |Colombia           |92                 
292                |Guyana             |93                 
293                |Afghanistan        |8                  
294                |Iran               |36                 
295                |China              |161                
296                |Luxembourg         |53                 
297                |Ireland            |195                
298                |Uzbekistan         |31                 
299                |Niger              |73                 
300                |Montserrat         |231                
301                |Mayotte            |32                 
302                |Greenland          |127                
303                |Nigeria            |193                
304                |Liberia            |123                
305                |Madagascar         |8                  
306                |Cambodia           |124                
307                |Thailand           |221                
308                |Burundi            |197                
309                |CzechRepublic      |17                 
310                |Korea              |25                 
311                |Yemen              |123                
312                |Oman               |154                
313                |PierreandMiquelon  |46                 
314                |Vanuatu            |214                
315                |SanMarino          |136                
316                |Reunion            |168                
317                |Iraq               |63                 
318                |Yemen              |212                
319                |Germany            |184                
320                |Barbados           |81                 
321                |BouvetIsland       |219                
322                |France             |145                
323                |Madagascar         |235                
324                |Mexico             |11                 
325                |Mauritius          |71                 
326                |Fiji               |2                  
327                |Romania            |119                
328                |CookIslands        |229                
329                |Micronesia         |108                
330                |Angola             |77                 
331                |CostaRica          |152                
332                |Coted'Ivoire       |173                
333                |Martinique         |21                 
334                |Austria            |6                  
335                |Burundi            |105                
336                |Azerbaijan         |165                
337                |Djibouti           |143                
338                |Korea              |166                
339                |Kenya              |17                 
340                |Oman               |159                
341                |FaroeIslands       |160                
342                |BritishIndianOcean |5                  
343                |Barbados           |47                 
344                |RussianFederation  |99                 
345                |WesternSahara      |0                  
346                |Malta              |167                
347                |Mali               |48                 
348                |Mauritania         |165                
349                |Colombia           |218                
350                |Dominica           |217                
351                |EastTimor          |172                
352                |Taiwan             |15                 
353                |CapeVerde          |32                 
354                |Reunion            |126                
355                |Croatia            |210                
356                |Fiji               |42                 
357                |Greece             |141                
358                |DominicanRepublic  |71                 
359                |Samoa              |75                 
360                |Colombia           |9                  
361                |AntiguaandBarbuda  |221                
362                |Chad               |190                
363                |Jordan             |92                 
364                |Iceland            |200                
365                |Switzerland        |106                
366                |Suriname           |196                
367                |NorfolkIsland      |36                 
368                |Kiribati           |80                 
369                |Cyprus             |204                
370                |Mayotte            |5                  
371                |Gibraltar          |48                 
372                |SyrianArabRepublic |200                
373                |Japan              |113                
374                |Gibraltar          |92                 
375                |Norway             |46                 
376                |Israel             |60                 
377                |Oman               |203                
378                |Lao                |86                 
379                |Hungary            |74                 
380                |SierraLeone        |136                
381                |Chile              |177                
382                |Romania            |106                
383                |Egypt              |125                
384                |Thailand           |142                
385                |BosniaHerzegowina  |30                 
386                |Peru               |55                 
387                |Algeria            |109                
388                |Rwanda             |78                 
389                |Guinea             |81                 
390                |HeardMcDonald      |112                
391                |Antarctica         |204                
392                |Micronesia         |63                 
393                |Norway             |68                 
394                |Ecuador            |113                
395                |Angola             |18                 
396                |Niger              |179                
397                |Namibia            |27                 
398                |EquatorialGuinea   |5                  
399                |Ecuador            |224                
400                |Kyrgyzstan         |236                
401                |Ecuador            |45                 
402                |Guinea             |22                 
403                |FrenchTerretory    |8                  
404                |Pitcairn           |103                
405                |Korea              |228                
406                |CapeVerde          |205                
407                |Tokelau            |12                 
408                |Panama             |130                
409                |Pitcairn           |102                
410                |Niue               |236                
411                |Niger              |192                
412                |Belgium            |40                 
413                |Bahrain            |130                
414                |Italy              |128                
415                |Hungary            |55                 
416                |Lao                |143                
417                |HeardMcDonald      |119                
418                |MarianaIslands     |159                
419                |Angola             |200                
420                |Guadeloupe         |8                  
421                |Jordan             |225                
422                |Belarus            |116                
423                |Namibia            |219                
424                |Niue               |52                 
425                |Guinea-Bissau      |217                
426                |Lesotho            |164                
427                |Vanuatu            |58                 
428                |Gibraltar          |200                
429                |SouthAfrica        |158                
430                |Greenland          |207                
431                |St.Helena          |55                 
432                |Switzerland        |57                 
433                |Gibraltar          |0                  
434                |Somalia            |192                
435                |Zimbabwe           |144                
436                |Macedonia          |161                
437                |HeardMcDonald      |141                
438                |FrenchTerretory    |160                
439                |Finland            |97                 
440                |NewCaledonia       |57                 
441                |Estonia            |79                 
442                |NewZealand         |25                 
443                |Angola             |230                
444                |SanMarino          |226                
445                |Ethiopia           |228                
446                |Palau              |48                 
447                |Comoros            |206                
448                |Albania            |15                 
449                |SaintKittsandNevis |203                
450                |Belize             |75                 
451                |Qatar              |84                 
452                |ElSalvador         |206                
453                |Colombia           |181                
454                |Benin              |227                
455                |Madagascar         |53                 
456                |CookIslands        |126                
457                |Liechtenstein      |33                 
458                |Singapore          |98                 
459                |FrenchTerretory    |152                
460                |Hungary            |19                 
461                |Uruguay            |158                
462                |NorfolkIsland      |20                 
463                |Tanzania           |42                 
464                |FrenchTerretory    |100                
465                |Vanuatu            |32                 
466                |Iraq               |41                 
467                |Zimbabwe           |169                
468                |Somalia            |48                 
469                |Morocco            |164                
470                |Namibia            |79                 
471                |Greenland          |153                
472                |Spain              |14                 
473                |Senegal            |87                 
474                |Cuba               |172                
475                |Bermuda            |20                 
476                |SvalbardJanMayen   |64                 
477                |Finland            |43                 
478                |Guatemala          |126                
479                |Barbados           |129                
480                |ElSalvador         |124                
481                |Tajikistan         |230                
482                |Tajikistan         |115                
483                |Panama             |162                
484                |FaroeIslands       |168                
485                |Cameroon           |156                
486                |Macedonia          |173                
487                |Taiwan             |160                
488                |Kenya              |91                 
489                |Jamaica            |227                
490                |Mauritius          |24                 
491                |SolomonIslands     |111                
492                |Pakistan           |71                 
493                |China              |13                 
494                |Kiribati           |90                 
495                |Korea              |208                
496                |Colombia           |35                 
497                |NewZealand         |214                
498                |Tajikistan         |232                
499                |Ethiopia           |58                 
500                |ChristmasIsland    |173                
501                |SaintLucia         |79                 
502                |Israel             |32                 
503                |Madagascar         |13                 
504                |Iran               |121                
505                |HeardMcDonald      |107                
506                |Colombia           |97                 
507                |PierreandMiquelon  |182                
508                |Guinea             |143                
509                |Swaziland          |203                
510                |SaudiArabia        |144                
511                |United Kingdom     |182                
512                |Benin              |125                
513                |Namibia            |81                 
514                |Mauritius          |230                
515                |CostaRica          |16                 
516                |SolomonIslands     |143                
517                |WallisandFutuna    |83                 
518                |Botswana           |234                
519                |Paraguay           |209                
520                |Ireland            |193                
521                |Lebanon            |158                
522                |France             |12                 
523                |HeardMcDonald      |55                 
524                |Georgia            |7                  
525                |Madagascar         |176                
526                |Norway             |172                
527                |Philippines        |51                 
528                |ElSalvador         |190                
529                |SierraLeone        |140                
530                |Gambia             |161                
531                |Nicaragua          |113                
532                |Chile              |54                 
533                |Turkey             |207                
534                |UnitedStates       |201                
535                |Guatemala          |122                
536                |Chad               |32                 
537                |MarshallIslands    |126                
538                |Panama             |66                 
539                |Ecuador            |214                
540                |Iraq               |152                
541                |Guyana             |94                 
542                |Egypt              |168                
543                |Kuwait             |94                 
544                |Iraq               |176                
545                |Burundi            |54                 
546                |Haiti              |150                
547                |UnitedArabEmirates |116                
548                |PierreandMiquelon  |167                
549                |Uruguay            |28                 
550                |Poland             |222                
551                |Djibouti           |171                
552                |Lesotho            |172                
553                |LibyanJamahiriya   |148                
554                |Holy See           |213                
555                |Mexico             |3                  
556                |Djibouti           |132                
557                |Cyprus             |112                
558                |Mauritius          |128                
559                |Lebanon            |203                
560                |MarshallIslands    |24                 
561                |CzechRepublic      |160                
562                |MarianaIslands     |43                 
563                |Slovenia           |133                
564                |Ukraine            |208                
565                |Turkmenistan       |133                
566                |Sudan              |218                
567                |Belarus            |15                 
568                |Anguilla           |56                 
569                |Zimbabwe           |236                
570                |India              |52                 
571                |Jordan             |137                
572                |Bahrain            |160                
573                |Pakistan           |53                 
574                |ChristmasIsland    |18                 
575                |Aruba              |195                
576                |Turkmenistan       |71                 
577                |Kuwait             |166                
578                |Romania            |217                
579                |Pitcairn           |92                 
580                |Turkmenistan       |127                
581                |Tunisia            |107                
582                |Brazil             |138                
583                |Mongolia           |73                 
584                |Fiji               |76                 
585                |Grenada            |191                
586                |Cocos(Keeling)     |47                 
587                |Belgium            |68                 
588                |American Samoa     |187                
589                |Gambia             |14                 
590                |Macedonia          |98                 
591                |Ecuador            |36                 
592                |MarianaIslands     |92                 
593                |Madagascar         |126                
594                |Senegal            |88                 
595                |Iceland            |53                 
596                |Coted'Ivoire       |112                
597                |Guam               |2                  
598                |Martinique         |210                
599                |Azerbaijan         |48                 
600                |MarianaIslands     |24                 
601                |Mexico             |213                
602                |Tunisia            |17                 
603                |Turkey             |77                 
604                |Cambodia           |225                
605                |Portugal           |57                 
606                |Brazil             |91                 
607                |Jamaica            |192                
608                |Gambia             |118                
609                |Germany            |79                 
610                |TurksCaicos        |52                 
611                |Lithuania          |23                 
612                |SyrianArabRepublic |122                
613                |Haiti              |224                
614                |Gambia             |94                 
615                |Indonesia          |121                
616                |Norway             |226                
617                |Bolivia            |74                 
618                |Ecuador            |49                 
619                |China              |19                 
620                |BurkinaFaso        |197                
621                |Slovenia           |104                
622                |SouthAfrica        |15                 
623                |Jordan             |156                
624                |Bermuda            |176                
625                |Botswana           |63                 
626                |Nauru              |172                
627                |SouthGeorgia       |4                  
628                |Lao                |213                
629                |Iran               |235                
630                |Mozambique         |233                
631                |CzechRepublic      |57                 
632                |SierraLeone        |205                
633                |EquatorialGuinea   |218                
634                |Tajikistan         |168                
635                |Turkmenistan       |30                 
636                |SriLanka           |179                
637                |EquatorialGuinea   |96                 
638                |UnitedArabEmirates |215                
639                |Tokelau            |125                
640                |Lao                |12                 
641                |Kyrgyzstan         |101                
642                |Seychelles         |183                
643                |Belarus            |179                
644                |SyrianArabRepublic |217                
645                |WesternSahara      |17                 
646                |Bangladesh         |11                 
647                |Chile              |125                
648                |Colombia           |155                
649                |Japan              |135                
650                |Malawi             |231                
651                |Haiti              |6                  
652                |Seychelles         |121                
653                |Gibraltar          |31                 
654                |Greenland          |22                 
655                |France             |70                 
656                |LibyanJamahiriya   |135                
657                |Nicaragua          |21                 
658                |SaintKittsandNevis |172                
659                |Niger              |146                
660                |TrinidadTobago     |184                
661                |Martinique         |92                 
662                |Slovakia           |52                 
663                |EastTimor          |60                 
664                |BosniaHerzegowina  |217                
665                |Coted'Ivoire       |127                
666                |BurkinaFaso        |5                  
667                |Germany            |9                  
668                |Guinea             |83                 
669                |Uzbekistan         |161                
670                |CentralAfrican     |200                
671                |Guatemala          |30                 
672                |MarianaIslands     |193                
673                |Finland            |80                 
674                |Reunion            |187                
675                |WallisandFutuna    |50                 
676                |Sudan              |76                 
677                |Latvia             |72                 
678                |Burundi            |4                  
679                |Jordan             |33                 
680                |Bolivia            |234                
681                |SouthGeorgia       |195                
682                |Swaziland          |112                
683                |Tokelau            |98                 
684                |Hungary            |192                
685                |Philippines        |151                
686                |Haiti              |141                
687                |Italy              |217                
688                |Maldives           |186                
689                |Togo               |177                
690                |Poland             |187                
691                |Haiti              |33                 
692                |Jordan             |14                 
693                |Peru               |72                 
694                |SriLanka           |109                
695                |Gambia             |32                 
696                |Bahamas            |199                
697                |Suriname           |19                 
698                |Angola             |85                 
699                |Singapore          |24                 
700                |Australia          |81                 
701                |United Kingdom     |48                 
702                |Ecuador            |129                
703                |Vanuatu            |114                
704                |SaintKittsandNevis |60                 
705                |Andorra            |141                
706                |Lithuania          |187                
707                |Moldova            |85                 
708                |EastTimor          |73                 
709                |Macedonia          |114                
710                |Brazil             |178                
711                |Chad               |50                 
712                |CapeVerde          |153                
713                |Comoros            |172                
714                |Afghanistan        |204                
715                |Israel             |78                 
716                |SanMarino          |47                 
717                |Bhutan             |16                 
718                |Maldives           |155                
719                |EastTimor          |95                 
720                |Senegal            |234                
721                |WesternSahara      |26                 
722                |Thailand           |199                
723                |Guatemala          |111                
724                |SaintKittsandNevis |209                
725                |Peru               |125                
726                |Andorra            |77                 
727                |BritishIndianOcean |14                 
728                |Nauru              |65                 
729                |Andorra            |96                 
730                |Azerbaijan         |42                 
731                |Barbados           |66                 
732                |Malta              |100                
733                |Ecuador            |212                
734                |Gibraltar          |60                 
735                |Jamaica            |29                 
736                |Mauritius          |58                 
737                |Congo              |11                 
738                |Australia          |48                 
739                |BouvetIsland       |133                
740                |CentralAfrican     |32                 
741                |Singapore          |146                
742                |Mauritania         |182                
743                |Iraq               |103                
744                |WallisandFutuna    |104                
745                |Cyprus             |5                  
746                |Vanuatu            |193                
747                |France             |84                 
748                |FrenchPolynesia    |98                 
749                |Anguilla           |127                
